TranscriptID	GeneID	ProteinID	Description
XR_001381653.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X3,_misc_RNA
XR_001381654.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X4,_misc_RNA
XR_001381655.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X5,_misc_RNA
XR_001381656.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X6,_misc_RNA
XR_001381657.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X7,_misc_RNA
XR_001381658.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X8,_misc_RNA
XR_001381659.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X10,_misc_RNA
XR_001381660.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X11,_misc_RNA
XR_001381661.1	LOC106786497		PREDICTED:_Polistes_canadensis_RNA-binding_protein_4.1-like_(LOC106786497),_transcript_variant_X12,_misc_RNA
XR_001381662.1	LOC106786565		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786565_(LOC106786565),_ncRNA
XR_001381663.1	LOC106786571		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786571_(LOC106786571),_ncRNA
XR_001381664.1	LOC106786574		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786574_(LOC106786574),_transcript_variant_X1,_ncRNA
XR_001381665.1	LOC106786574		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786574_(LOC106786574),_transcript_variant_X2,_ncRNA
XR_001381666.1	LOC106786574		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786574_(LOC106786574),_transcript_variant_X3,_ncRNA
XR_001381667.1	LOC106786595		PREDICTED:_Polistes_canadensis_omega-amidase_NIT2_(LOC106786595),_transcript_variant_X1,_misc_RNA
XR_001381668.1	LOC106786586		PREDICTED:_Polistes_canadensis_ubiquitin-like-conjugating_enzyme_ATG10_(LOC106786586),_transcript_variant_X3,_misc_RNA
XR_001381669.1	LOC106786601		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786601_(LOC106786601),_ncRNA
XR_001381670.1	LOC106786614		PREDICTED:_Polistes_canadensis_armadillo_segment_polarity_protein_(LOC106786614),_transcript_variant_X4,_misc_RNA
XR_001381671.1	LOC106786614		PREDICTED:_Polistes_canadensis_armadillo_segment_polarity_protein_(LOC106786614),_transcript_variant_X5,_misc_RNA
XR_001381672.1	LOC106786636		PREDICTED:_Polistes_canadensis_pleckstrin_homology_domain-containing_family_M_member_2_(LOC106786636),_transcript_variant_X2,_misc_RNA
XR_001381673.1	LOC106786641		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786641_(LOC106786641),_ncRNA
XR_001381674.1	LOC106786642		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786642_(LOC106786642),_transcript_variant_X1,_ncRNA
XR_001381675.1	LOC106786642		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786642_(LOC106786642),_transcript_variant_X2,_ncRNA
XR_001381676.1	LOC106786642		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786642_(LOC106786642),_transcript_variant_X3,_ncRNA
XR_001381677.1	LOC106786642		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786642_(LOC106786642),_transcript_variant_X4,_ncRNA
XR_001381678.1	LOC106786679		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786679_(LOC106786679),_transcript_variant_X1,_ncRNA
XR_001381679.1	LOC106786679		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786679_(LOC106786679),_transcript_variant_X2,_ncRNA
XR_001381680.1	LOC106786679		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786679_(LOC106786679),_transcript_variant_X3,_ncRNA
XR_001381681.1	LOC106786689		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786689_(LOC106786689),_ncRNA
XR_001381682.1	LOC106786719		PREDICTED:_Polistes_canadensis_PR_domain_zinc_finger_protein_10-like_(LOC106786719),_transcript_variant_X2,_misc_RNA
XR_001381683.1	LOC106786719		PREDICTED:_Polistes_canadensis_PR_domain_zinc_finger_protein_10-like_(LOC106786719),_transcript_variant_X3,_misc_RNA
XR_001381684.1	LOC106786719		PREDICTED:_Polistes_canadensis_PR_domain_zinc_finger_protein_10-like_(LOC106786719),_transcript_variant_X4,_misc_RNA
XR_001381685.1	LOC106786723		PREDICTED:_Polistes_canadensis_death-associated_protein_kinase_1-like_(LOC106786723),_transcript_variant_X2,_misc_RNA
XR_001381686.1	LOC106786733		PREDICTED:_Polistes_canadensis_charged_multivesicular_body_protein_4b_(LOC106786733),_transcript_variant_X2,_misc_RNA
XR_001381687.1	LOC106786756		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786756_(LOC106786756),_transcript_variant_X1,_ncRNA
XR_001381688.1	LOC106786756		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786756_(LOC106786756),_transcript_variant_X2,_ncRNA
XR_001381689.1	LOC106786761		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786761_(LOC106786761),_ncRNA
XR_001381690.1	LOC106786770		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786770_(LOC106786770),_transcript_variant_X1,_ncRNA
XR_001381691.1	LOC106786770		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786770_(LOC106786770),_transcript_variant_X2,_ncRNA
XR_001381692.1	LOC106786770		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786770_(LOC106786770),_transcript_variant_X3,_ncRNA
XR_001381693.1	LOC106786773		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786773_(LOC106786773),_ncRNA
XR_001381694.1	LOC106786784		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786784_(LOC106786784),_ncRNA
XR_001381695.1	LOC106786798		PREDICTED:_Polistes_canadensis_regulating_synaptic_membrane_exocytosis_protein_2_(LOC106786798),_transcript_variant_X9,_misc_RNA
XR_001381696.1	LOC106786825		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786825_(LOC106786825),_transcript_variant_X1,_ncRNA
XR_001381697.1	LOC106786825		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786825_(LOC106786825),_transcript_variant_X2,_ncRNA
XR_001381698.1	LOC106786831		PREDICTED:_Polistes_canadensis_glycogenin-1_(LOC106786831),_transcript_variant_X4,_misc_RNA
XR_001381699.1	LOC106786833		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786833_(LOC106786833),_ncRNA
XR_001381700.1	LOC106786839		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786839_(LOC106786839),_ncRNA
XR_001381701.1	LOC106786841		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786841_(LOC106786841),_ncRNA
XR_001381702.1	LOC106786855		PREDICTED:_Polistes_canadensis_RING_finger_and_SPRY_domain-containing_protein_1-like_(LOC106786855),_transcript_variant_X3,_misc_RNA
XR_001381703.1	LOC106786859		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786859_(LOC106786859),_ncRNA
XR_001381704.1	LOC106786860		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786860_(LOC106786860),_transcript_variant_X1,_ncRNA
XR_001381705.1	LOC106786860		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786860_(LOC106786860),_transcript_variant_X2,_ncRNA
XR_001381706.1	LOC106786860		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786860_(LOC106786860),_transcript_variant_X3,_ncRNA
XR_001381707.1	LOC106786869		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786869_(LOC106786869),_ncRNA
XR_001381708.1	LOC106786873		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786873_(LOC106786873),_ncRNA
XR_001381709.1	LOC106786876		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786876_(LOC106786876),_ncRNA
XR_001381710.1	LOC106786896		PREDICTED:_Polistes_canadensis_protein_ovo_(LOC106786896),_transcript_variant_X3,_misc_RNA
XR_001381711.1	LOC106786904		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786904_(LOC106786904),_ncRNA
XR_001381712.1	LOC106786924		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786924_(LOC106786924),_ncRNA
XR_001381713.1	LOC106786925		PREDICTED:_Polistes_canadensis_folylpolyglutamate_synthase,_mitochondrial-like_(LOC106786925),_transcript_variant_X3,_misc_RNA
XR_001381714.1	LOC106786928		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786928_(LOC106786928),_ncRNA
XR_001381715.1	LOC106786932		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786932_(LOC106786932),_ncRNA
XR_001381716.1	LOC106786958		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786958_(LOC106786958),_transcript_variant_X1,_ncRNA
XR_001381717.1	LOC106786958		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786958_(LOC106786958),_transcript_variant_X2,_ncRNA
XR_001381718.1	LOC106786963		PREDICTED:_Polistes_canadensis_RNA-binding_protein_1-like_(LOC106786963),_transcript_variant_X1,_misc_RNA
XR_001381719.1	LOC106786963		PREDICTED:_Polistes_canadensis_RNA-binding_protein_1-like_(LOC106786963),_transcript_variant_X2,_misc_RNA
XR_001381720.1	LOC106786964		PREDICTED:_Polistes_canadensis_dual_serine/threonine_and_tyrosine_protein_kinase-like_(LOC106786964),_transcript_variant_X2,_misc_RNA
XR_001381721.1	LOC106786982		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786982_(LOC106786982),_transcript_variant_X2,_misc_RNA
XR_001381722.1	LOC106786990		PREDICTED:_Polistes_canadensis_probable_serine/threonine-protein_kinase_DDB_G0282963_(LOC106786990),_transcript_variant_X3,_misc_RNA
XR_001381723.1	LOC106786990		PREDICTED:_Polistes_canadensis_probable_serine/threonine-protein_kinase_DDB_G0282963_(LOC106786990),_transcript_variant_X4,_misc_RNA
XR_001381724.1	LOC106786996		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106786996_(LOC106786996),_ncRNA
XR_001381725.1	LOC106787009		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787009_(LOC106787009),_ncRNA
XR_001381726.1	LOC106787016		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787016_(LOC106787016),_ncRNA
XR_001381727.1	LOC106787017		PREDICTED:_Polistes_canadensis_potassium_voltage-gated_channel_protein_Shaker_(LOC106787017),_transcript_variant_X8,_misc_RNA
XR_001381728.1	LOC106787020		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787020_(LOC106787020),_transcript_variant_X1,_ncRNA
XR_001381729.1	LOC106787020		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787020_(LOC106787020),_transcript_variant_X2,_ncRNA
XR_001381730.1	LOC106787020		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787020_(LOC106787020),_transcript_variant_X3,_ncRNA
XR_001381731.1	LOC106787021		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787021_(LOC106787021),_ncRNA
XR_001381732.1	LOC106787022		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787022_(LOC106787022),_ncRNA
XR_001381733.1	LOC106787038		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787038_(LOC106787038),_ncRNA
XR_001381734.1	LOC106787039		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787039_(LOC106787039),_ncRNA
XR_001381735.1	LOC106787044		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787044_(LOC106787044),_ncRNA
XR_001381736.1	LOC106787048		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787048_(LOC106787048),_ncRNA
XR_001381737.1	LOC106787075		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787075_(LOC106787075),_ncRNA
XR_001381738.1	LOC106787086		PREDICTED:_Polistes_canadensis_thymidylate_synthase_(LOC106787086),_transcript_variant_X2,_misc_RNA
XR_001381739.1	LOC106787089		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787089_(LOC106787089),_ncRNA
XR_001381740.1	LOC106787091		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787091_(LOC106787091),_ncRNA
XR_001381741.1	LOC106787092		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787092_(LOC106787092),_ncRNA
XR_001381742.1	LOC106787117		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787117_(LOC106787117),_ncRNA
XR_001381743.1	LOC106787123		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787123_(LOC106787123),_ncRNA
XR_001381744.1	LOC106787137		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787137_(LOC106787137),_ncRNA
XR_001381745.1	LOC106787156		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787156_(LOC106787156),_ncRNA
XR_001381746.1	LOC106787157		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787157_(LOC106787157),_ncRNA
XR_001381747.1	LOC106787170		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787170_(LOC106787170),_transcript_variant_X1,_ncRNA
XR_001381748.1	LOC106787170		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787170_(LOC106787170),_transcript_variant_X2,_ncRNA
XR_001381749.1	LOC106787182		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787182_(LOC106787182),_ncRNA
XR_001381750.1	LOC106787183		PREDICTED:_Polistes_canadensis_vacuolar_protein_sorting-associated_protein_13C-like_(LOC106787183),_transcript_variant_X2,_misc_RNA
XR_001381751.1	LOC106787187		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787187_(LOC106787187),_ncRNA
XR_001381752.1	LOC106787195		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787195_(LOC106787195),_ncRNA
XR_001381753.1	LOC106787201		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787201_(LOC106787201),_ncRNA
XR_001381754.1	LOC106787203		PREDICTED:_Polistes_canadensis_aldehyde_dehydrogenase,_dimeric_NADP-preferring_(LOC106787203),_transcript_variant_X7,_misc_RNA
XR_001381755.1	LOC106787204		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787204_(LOC106787204),_ncRNA
XR_001381756.1	LOC106787211		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787211_(LOC106787211),_ncRNA
XR_001381757.1	LOC106787219		PREDICTED:_Polistes_canadensis_serum_response_factor_homolog_(LOC106787219),_transcript_variant_X1,_misc_RNA
XR_001381758.1	LOC106787254		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787254_(LOC106787254),_transcript_variant_X1,_ncRNA
XR_001381759.1	LOC106787254		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787254_(LOC106787254),_transcript_variant_X2,_ncRNA
XR_001381760.1	LOC106787254		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787254_(LOC106787254),_transcript_variant_X3,_ncRNA
XR_001381761.1	LOC106787254		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787254_(LOC106787254),_transcript_variant_X4,_ncRNA
XR_001381762.1	LOC106787255		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787255_(LOC106787255),_ncRNA
XR_001381763.1	LOC106787261		PREDICTED:_Polistes_canadensis_dopamine_N-acetyltransferase-like_(LOC106787261),_transcript_variant_X2,_misc_RNA
XR_001381764.1	LOC106787266		PREDICTED:_Polistes_canadensis_ecdysone_20-monooxygenase_(LOC106787266),_transcript_variant_X4,_misc_RNA
XR_001381765.1	LOC106787266		PREDICTED:_Polistes_canadensis_ecdysone_20-monooxygenase_(LOC106787266),_transcript_variant_X5,_misc_RNA
XR_001381766.1	LOC106787267		PREDICTED:_Polistes_canadensis_phosphatidate_cytidylyltransferase,_photoreceptor-specific_(LOC106787267),_transcript_variant_X2,_misc_RNA
XR_001381767.1	LOC106787275		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787275_(LOC106787275),_transcript_variant_X1,_ncRNA
XR_001381768.1	LOC106787275		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787275_(LOC106787275),_transcript_variant_X2,_ncRNA
XR_001381769.1	LOC106787279		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787279_(LOC106787279),_transcript_variant_X1,_ncRNA
XR_001381770.1	LOC106787279		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787279_(LOC106787279),_transcript_variant_X2,_ncRNA
XR_001381771.1	LOC106787384		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787384_(LOC106787384),_ncRNA
XR_001381772.1	LOC106787391		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787391_(LOC106787391),_ncRNA
XR_001381773.1	LOC106787396		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787396_(LOC106787396),_ncRNA
XR_001381774.1	LOC106787411		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787411_(LOC106787411),_ncRNA
XR_001381775.1	LOC106787415		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787415_(LOC106787415),_ncRNA
XR_001381776.1	LOC106787421		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787421_(LOC106787421),_transcript_variant_X1,_ncRNA
XR_001381777.1	LOC106787421		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787421_(LOC106787421),_transcript_variant_X2,_ncRNA
XR_001381778.1	LOC106787421		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787421_(LOC106787421),_transcript_variant_X3,_ncRNA
XR_001381779.1	LOC106787421		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787421_(LOC106787421),_transcript_variant_X4,_ncRNA
XR_001381780.1	LOC106787424		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787424_(LOC106787424),_ncRNA
XR_001381781.1	LOC106787432		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787432_(LOC106787432),_ncRNA
XR_001381782.1	LOC106787433		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787433_(LOC106787433),_ncRNA
XR_001381783.1	LOC106787435		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787435_(LOC106787435),_ncRNA
XR_001381784.1	LOC106787437		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787437_(LOC106787437),_ncRNA
XR_001381785.1	LOC106787444		PREDICTED:_Polistes_canadensis_pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_PRP16_(LOC106787444),_transcript_variant_X2,_misc_RNA
XR_001381786.1	LOC106787444		PREDICTED:_Polistes_canadensis_pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_PRP16_(LOC106787444),_transcript_variant_X3,_misc_RNA
XR_001381787.1	LOC106787447		PREDICTED:_Polistes_canadensis_AP-1_complex_subunit_beta-1_(LOC106787447),_transcript_variant_X1,_misc_RNA
XR_001381788.1	LOC106787447		PREDICTED:_Polistes_canadensis_AP-1_complex_subunit_beta-1_(LOC106787447),_transcript_variant_X3,_misc_RNA
XR_001381789.1	LOC106787447		PREDICTED:_Polistes_canadensis_AP-1_complex_subunit_beta-1_(LOC106787447),_transcript_variant_X4,_misc_RNA
XR_001381790.1	LOC106787447		PREDICTED:_Polistes_canadensis_AP-1_complex_subunit_beta-1_(LOC106787447),_transcript_variant_X5,_misc_RNA
XR_001381791.1	LOC106787447		PREDICTED:_Polistes_canadensis_AP-1_complex_subunit_beta-1_(LOC106787447),_transcript_variant_X6,_misc_RNA
XR_001381792.1	LOC106787456		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787456_(LOC106787456),_ncRNA
XR_001381793.1	LOC106787472		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787472_(LOC106787472),_ncRNA
XR_001381794.1	LOC106787488		PREDICTED:_Polistes_canadensis_prominin-like_protein_(LOC106787488),_transcript_variant_X9,_misc_RNA
XR_001381795.1	LOC106787524		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787524_(LOC106787524),_ncRNA
XR_001381796.1	LOC106787536		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787536_(LOC106787536),_transcript_variant_X1,_ncRNA
XR_001381797.1	LOC106787536		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787536_(LOC106787536),_transcript_variant_X2,_ncRNA
XR_001381798.1	LOC106787536		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787536_(LOC106787536),_transcript_variant_X3,_ncRNA
XR_001381799.1	LOC106787536		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787536_(LOC106787536),_transcript_variant_X4,_ncRNA
XR_001381800.1	LOC106787550		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787550_(LOC106787550),_ncRNA
XR_001381801.1	LOC106787565		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787565_(LOC106787565),_ncRNA
XR_001381802.1	LOC106787572		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787572_(LOC106787572),_ncRNA
XR_001381803.1	LOC106787573		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787573_(LOC106787573),_ncRNA
XR_001381804.1	LOC106787592		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787592_(LOC106787592),_ncRNA
XR_001381805.1	LOC106787603		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787603_(LOC106787603),_transcript_variant_X1,_ncRNA
XR_001381806.1	LOC106787603		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787603_(LOC106787603),_transcript_variant_X2,_ncRNA
XR_001381807.1	LOC106787606		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787606_(LOC106787606),_transcript_variant_X1,_ncRNA
XR_001381808.1	LOC106787606		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787606_(LOC106787606),_transcript_variant_X2,_ncRNA
XR_001381809.1	LOC106787606		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787606_(LOC106787606),_transcript_variant_X3,_ncRNA
XR_001381810.1	LOC106787608		PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X1,_misc_RNA
XR_001381811.1	LOC106787608		PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X2,_misc_RNA
XR_001381812.1	LOC106787608		PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X3,_misc_RNA
XR_001381813.1	LOC106787608		PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X4,_misc_RNA
XR_001381814.1	LOC106787608		PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X6,_misc_RNA
XR_001381815.1	LOC106787608		PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X7,_misc_RNA
XR_001381816.1	LOC106787608		PREDICTED:_Polistes_canadensis_lipoma_HMGIC_fusion_partner_(LOC106787608),_transcript_variant_X8,_misc_RNA
XR_001381817.1	LOC106787620		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787620_(LOC106787620),_ncRNA
XR_001381818.1	LOC106787621		PREDICTED:_Polistes_canadensis_dopamine_receptor_2-like_(LOC106787621),_transcript_variant_X2,_misc_RNA
XR_001381819.1	LOC106787625		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787625_(LOC106787625),_ncRNA
XR_001381820.1	LOC106787633		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787633_(LOC106787633),_ncRNA
XR_001381821.1	LOC106787496		PREDICTED:_Polistes_canadensis_filamin-A_(LOC106787496),_transcript_variant_X4,_misc_RNA
XR_001381822.1	LOC106787656		PREDICTED:_Polistes_canadensis_vascular_endothelial_growth_factor_C-like_(LOC106787656),_transcript_variant_X2,_misc_RNA
XR_001381823.1	LOC106787658		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787658_(LOC106787658),_ncRNA
XR_001381824.1	LOC106787659		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787659_(LOC106787659),_transcript_variant_X1,_ncRNA
XR_001381825.1	LOC106787659		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787659_(LOC106787659),_transcript_variant_X2,_ncRNA
XR_001381826.1	LOC106787660		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787660_(LOC106787660),_ncRNA
XR_001381827.1	LOC106787662		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787662_(LOC106787662),_ncRNA
XR_001381828.1	LOC106787663		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787663_(LOC106787663),_transcript_variant_X1,_ncRNA
XR_001381829.1	LOC106787663		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787663_(LOC106787663),_transcript_variant_X2,_ncRNA
XR_001381830.1	LOC106787496		PREDICTED:_Polistes_canadensis_filamin-A_(LOC106787496),_transcript_variant_X5,_misc_RNA
XR_001381831.1	LOC106787671		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787671_(LOC106787671),_ncRNA
XR_001381832.1	LOC106787678		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787678_(LOC106787678),_ncRNA
XR_001381833.1	LOC106787679		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787679_(LOC106787679),_ncRNA
XR_001381834.1	LOC106787709		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787709_(LOC106787709),_ncRNA
XR_001381835.1	LOC106787714		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787714_(LOC106787714),_ncRNA
XR_001381836.1	LOC106787711		PREDICTED:_Polistes_canadensis_steroid_hormone_receptor_ERR1_(LOC106787711),_transcript_variant_X2,_misc_RNA
XR_001381837.1	LOC106787729		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787729_(LOC106787729),_ncRNA
XR_001381838.1	LOC106787731		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787731_(LOC106787731),_ncRNA
XR_001381839.1	LOC106787761		PREDICTED:_Polistes_canadensis_cytochrome_b5-like_(LOC106787761),_transcript_variant_X2,_misc_RNA
XR_001381840.1	LOC106787775		PREDICTED:_Polistes_canadensis_putative_mediator_of_RNA_polymerase_II_transcription_subunit_26_(LOC106787775),_transcript_variant_X2,_misc_RNA
XR_001381841.1	LOC106787787		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787787_(LOC106787787),_transcript_variant_X1,_ncRNA
XR_001381842.1	LOC106787787		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787787_(LOC106787787),_transcript_variant_X2,_ncRNA
XR_001381843.1	LOC106787799		PREDICTED:_Polistes_canadensis_40S_ribosomal_protein_S24_(LOC106787799),_transcript_variant_X1,_misc_RNA
XR_001381844.1	LOC106787842		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787842_(LOC106787842),_ncRNA
XR_001381845.1	LOC106787843		PREDICTED:_Polistes_canadensis_diuretic_hormone_receptor-like_(LOC106787843),_transcript_variant_X4,_misc_RNA
XR_001381846.1	LOC106787843		PREDICTED:_Polistes_canadensis_diuretic_hormone_receptor-like_(LOC106787843),_transcript_variant_X5,_misc_RNA
XR_001381847.1	LOC106787860		PREDICTED:_Polistes_canadensis_uncharacterized_LOC106787860_(LOC106787860),_transcript_variant_X1,_ncRNA
