TranscriptID	GeneID	ProteinID	Description
XR_001702498.2	LOC102656549		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656549_(LOC102656549)
XR_001702500.2	LOC102656605		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656605_(LOC102656605),_ncRNA
XR_001702501.2	LOC107964196		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964196_(LOC107964196)
XR_001702502.2	LOC107964197		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964197_(LOC107964197),_ncRNA
XR_001702505.2	LOC102654882		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654882_(LOC102654882)
XR_001702510.2	LOC107964202		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964202_(LOC107964202),_ncRNA
XR_001702512.2	LOC408755		PREDICTED:_Apis_mellifera_probable_DNA_replication_complex_GINS_protein_PSF2_(LOC408755)
XR_001702513.2	LOC107964015		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964015_(LOC107964015)
XR_001702514.2	LOC102654815		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654815_(LOC102654815)
XR_001702515.2	LOC102654815		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654815_(LOC102654815)
XR_001702517.2	LOC102654815		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654815_(LOC102654815)
XR_001702519.2	LOC107964204		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964204_(LOC107964204)
XR_001702522.2	LOC102653989		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653989_(LOC102653989),_ncRNA
XR_001702525.2	LOC102653892		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653892_(LOC102653892),_ncRNA
XR_001702526.2	LOC100576234		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576234_(LOC100576234)
XR_001702529.2	LOC100576234		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576234_(LOC100576234)
XR_001702533.2	LOC100576234		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576234_(LOC100576234)
XR_001702542.2	LOC107964211		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964211_(LOC107964211),_ncRNA
XR_001702559.2	LOC107964214		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964214_(LOC107964214),_ncRNA
XR_001702568.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702569.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702570.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702571.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702572.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702573.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702574.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702575.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702576.2	LOC107964218		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964218_(LOC107964218)
XR_001702578.2	LOC107964219		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964219_(LOC107964219),_ncRNA
XR_001702581.2	LOC107964221		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964221_(LOC107964221),_ncRNA
XR_001702582.2	LOC107964222		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964222_(LOC107964222),_ncRNA
XR_001702585.2	LOC102653931		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653931_(LOC102653931)
XR_001702587.2	LOC102653931		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653931_(LOC102653931)
XR_001702588.2	LOC102653931		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653931_(LOC102653931)
XR_001702589.2	LOC107964224		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964224_(LOC107964224),_ncRNA
XR_001702591.2	LOC100577620		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577620_(LOC100577620)
XR_001702594.2	LOC100577620		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577620_(LOC100577620)
XR_001702597.2	LOC107964225		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964225_(LOC107964225),_ncRNA
XR_001702600.2	LOC102653826		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653826_(LOC102653826)
XR_001702601.2	LOC102653826		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653826_(LOC102653826)
XR_001702602.2	LOC102653751		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653751_(LOC102653751)
XR_001702611.2	LOC107964232		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964232_(LOC107964232),_ncRNA
XR_001702612.2	LOC107964233		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964233_(LOC107964233),_ncRNA
XR_001702613.2	LOC726365		PREDICTED:_Apis_mellifera_uncharacterized_LOC726365_(LOC726365)
XR_001702633.2	LOC107964237		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964237_(LOC107964237),_ncRNA
XR_001702659.2	LOC726602		PREDICTED:_Apis_mellifera_centrosomal_protein_of_89_kDa_(LOC726602)
XR_001702660.2	LOC726602		PREDICTED:_Apis_mellifera_centrosomal_protein_of_89_kDa_(LOC726602)
XR_001702667.1	LOC725546		PREDICTED:_Apis_mellifera_DDB1-_and_CUL4-associated_factor_6_(LOC725546)
XR_001702669.2	LOC107964268		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964268_(LOC107964268)
XR_001702671.2	LOC107964268		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964268_(LOC107964268)
XR_001702672.2	LOC107964268		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964268_(LOC107964268)
XR_001702684.2	LOC102655779		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655779_(LOC102655779)
XR_001702685.2	LOC102655779		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655779_(LOC102655779)
XR_001702687.2	LOC102655779		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655779_(LOC102655779)
XR_001702688.1	LOC102655779		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655779_(LOC102655779)
XR_001702689.2	LOC102655878		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655878_(LOC102655878)
XR_001702690.2	LOC102655878		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655878_(LOC102655878)
XR_001702694.2	LOC411047		PREDICTED:_Apis_mellifera_intraflagellar_transport_protein_88_homolog_(LOC411047)
XR_001702700.2	LOC107964281		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964281_(LOC107964281),_ncRNA
XR_001702703.2	LOC107964283		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964283_(LOC107964283),_ncRNA
XR_001702704.2	LOC410986		PREDICTED:_Apis_mellifera_dorsal-ventral_patterning_tolloid-like_protein_1_(LOC410986)
XR_001702705.2	LOC410986		PREDICTED:_Apis_mellifera_dorsal-ventral_patterning_tolloid-like_protein_1_(LOC410986)
XR_001702706.2	LOC552171		PREDICTED:_Apis_mellifera_uncharacterized_LOC552171_(LOC552171)
XR_001702707.2	LOC102656496		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656496_(LOC102656496)
XR_001702714.2	LOC107964288		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964288_(LOC107964288),_ncRNA
XR_001702715.2	LOC107964289		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964289_(LOC107964289)
XR_001702716.2	LOC107964291		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964291_(LOC107964291),_ncRNA
XR_001702723.2	LOC100576283		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576283_(LOC100576283)
XR_001702727.2	LOC100576283		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576283_(LOC100576283)
XR_001702734.2	LOC107964300		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964300_(LOC107964300),_ncRNA
XR_001702738.2	LOC102654066		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654066_(LOC102654066)
XR_001702743.2	LOC102654066		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654066_(LOC102654066)
XR_001702744.2	LOC102654066		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654066_(LOC102654066)
XR_001702748.2	LOC107964305		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964305_(LOC107964305),_ncRNA
XR_001702749.2	LOC408766		PREDICTED:_Apis_mellifera_phosphatidylcholine:ceramide_cholinephosphotransferase_2_(LOC408766)
XR_001702751.2	LOC726671		PREDICTED:_Apis_mellifera_uncharacterized_LOC726671_(LOC726671)
XR_001702752.2	LOC726671		PREDICTED:_Apis_mellifera_uncharacterized_LOC726671_(LOC726671)
XR_001702758.2	LOC107964312		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964312_(LOC107964312),_ncRNA
XR_001702759.2	LOC107964313		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964313_(LOC107964313),_ncRNA
XR_001702760.2	LOC102655821		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655821_(LOC102655821)
XR_001702762.2	LOC102655821		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655821_(LOC102655821)
XR_001702764.2	LOC107964314		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964314_(LOC107964314),_ncRNA
XR_001702766.2	LOC102654156		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654156_(LOC102654156)
XR_001702769.2	LOC107964315		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964315_(LOC107964315),_ncRNA
XR_001702771.2	LOC107964317		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964317_(LOC107964317),_ncRNA
XR_001702774.2	LOC102655676		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655676_(LOC102655676),_ncRNA
XR_001702777.2	LOC107964323		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964323_(LOC107964323),_ncRNA
XR_001702794.2	LOC107964334		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964334_(LOC107964334),_ncRNA
XR_001702795.2	LOC726817		PREDICTED:_Apis_mellifera_pancreatic_triacylglycerol_lipase_(LOC726817)
XR_001702796.2	LOC726817		PREDICTED:_Apis_mellifera_pancreatic_triacylglycerol_lipase_(LOC726817)
XR_001702807.2	LOC107964337		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964337_(LOC107964337),_ncRNA
XR_001702808.2	LOC408811		PREDICTED:_Apis_mellifera_transmembrane_and_coiled-coil_domains_protein_2_(LOC408811)
XR_001702809.2	LOC107964341		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964341_(LOC107964341)
XR_001702823.2	LOC411640		PREDICTED:_Apis_mellifera_DNA_replication_licensing_factor_Mcm2_(LOC411640)
XR_001702840.2	LOC107964357		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964357_(LOC107964357),_ncRNA
XR_001702869.2	LOC107964408		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964408_(LOC107964408),_ncRNA
XR_001702879.2	LOC107964413		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964413_(LOC107964413),_ncRNA
XR_001702880.2	LOC107963997		PREDICTED:_Apis_mellifera_uncharacterized_LOC107963997_(LOC107963997),_ncRNA
XR_001702891.2	LOC107964422		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964422_(LOC107964422)
XR_001702892.2	LOC107964422		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964422_(LOC107964422)
XR_001702893.2	LOC107964422		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964422_(LOC107964422)
XR_001702894.2	LOC107964422		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964422_(LOC107964422)
XR_001702897.1	LOC107964422		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964422_(LOC107964422)
XR_001702898.2	LOC107964422		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964422_(LOC107964422)
XR_001702899.2	LOC107964422		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964422_(LOC107964422)
XR_001702900.2	LOC107964423		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964423_(LOC107964423),_ncRNA
XR_001702910.2	LOC102656568		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656568_(LOC102656568),_ncRNA
XR_001702917.2	LOC411070		PREDICTED:_Apis_mellifera_histone-lysine_N-methyltransferase,_H3_lysine-79_specific_(LOC411070)
XR_001702918.2	LOC102654095		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654095_(LOC102654095)
XR_001702919.2	LOC102654095		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654095_(LOC102654095)
XR_001702921.2	LOC107964432		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964432_(LOC107964432),_ncRNA
XR_001702923.2	LOC107964433		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964433_(LOC107964433),_ncRNA
XR_001702926.2	LOC726216		PREDICTED:_Apis_mellifera_exostosin-2_(LOC726216)
XR_001702928.1	LOC100578566		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578566_(LOC100578566)
XR_001702929.2	LOC107964438		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964438_(LOC107964438),_ncRNA
XR_001702932.2	LOC100578187		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578187_(LOC100578187),_ncRNA
XR_001702936.2	LOC102656705		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656705_(LOC102656705)
XR_001702946.2	LOC102655652		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655652_(LOC102655652)
XR_001702958.2	LOC102655720		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655720_(LOC102655720),_ncRNA
XR_001702959.2	LOC408857		PREDICTED:_Apis_mellifera_hemicentin-1_(LOC408857)
XR_001702971.2	LOC102653873		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653873_(LOC102653873)
XR_001702974.2	LOC107964458		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964458_(LOC107964458),_ncRNA
XR_001702976.2	LOC102653873		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653873_(LOC102653873)
XR_001702978.2	LOC107964460		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964460_(LOC107964460),_ncRNA
XR_001702979.2	LOC107964461		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964461_(LOC107964461),_ncRNA
XR_001702983.1	LOC107964462		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964462_(LOC107964462),_ncRNA
XR_001703018.2	LOC102655605		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655605_(LOC102655605)
XR_001703022.2	LOC107964467		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964467_(LOC107964467),_ncRNA
XR_001703023.2	LOC102654998		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654998_(LOC102654998)
XR_001703024.2	LOC102654998		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654998_(LOC102654998)
XR_001703025.2	LOC102654528		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654528_(LOC102654528),_ncRNA
XR_001703031.2	LOC107964473		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964473_(LOC107964473),_ncRNA
XR_001703032.1	LOC102656927		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656927_(LOC102656927),_ncRNA
XR_001703036.2	LOC100576597		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576597_(LOC100576597)
XR_001703038.2	LOC100576597		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576597_(LOC100576597)
XR_001703063.2	LOC100578657		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578657_(LOC100578657)
XR_001703068.2	LOC408842		PREDICTED:_Apis_mellifera_transportin-1_(LOC408842)
XR_001703069.2	LOC100578657		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578657_(LOC100578657)
XR_001703070.2	LOC102655275		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655275_(LOC102655275)
XR_001703074.2	LOC102655275		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655275_(LOC102655275)
XR_001703075.2	LOC102655275		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655275_(LOC102655275)
XR_001703076.2	LOC107964483		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964483_(LOC107964483),_ncRNA
XR_001703079.2	LOC102655515		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655515_(LOC102655515)
XR_001703080.2	LOC102655515		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655515_(LOC102655515)
XR_001703081.2	LOC102656134		PREDICTED:_Apis_mellifera_transcriptional_adapter_2B_(LOC102656134)
XR_001703083.2	LOC102656140		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656140_(LOC102656140)
XR_001703089.2	LOC107964488		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964488_(LOC107964488),_ncRNA
XR_001703091.2	LOC102654030		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654030_(LOC102654030),_ncRNA
XR_001703097.2	LOC107964495		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964495_(LOC107964495),_ncRNA
XR_001703102.2	LOC107964499		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964499_(LOC107964499),_ncRNA
XR_001703103.1	LOC551890		PREDICTED:_Apis_mellifera_probable_serine_incorporator_(LOC551890)
XR_001703104.2	LOC107964500		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964500_(LOC107964500),_ncRNA
XR_001703112.2	LOC408840		PREDICTED:_Apis_mellifera_5'-3'_exoribonuclease_2_homolog_(LOC408840)
XR_001703122.2	LOC100578835		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578835_(LOC100578835)
XR_001703123.2	LOC100578835		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578835_(LOC100578835)
XR_001703124.2	LOC100578835		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578835_(LOC100578835)
XR_001703127.1	LOC100578835		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578835_(LOC100578835)
XR_001703133.2	LOC100578835		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578835_(LOC100578835)
XR_001703137.2	LOC100577646		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577646_(LOC100577646)
XR_001703139.2	LOC725511		PREDICTED:_Apis_mellifera_protein_Wnt-11b_(LOC725511)
XR_001703140.2	LOC725511		PREDICTED:_Apis_mellifera_protein_Wnt-11b_(LOC725511)
XR_001703141.2	LOC725511		PREDICTED:_Apis_mellifera_protein_Wnt-11b_(LOC725511)
XR_001703142.2	LOC100578799		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578799_(LOC100578799)
XR_001703143.2	LOC100578799		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578799_(LOC100578799)
XR_001703159.1	LOC107964512		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964512_(LOC107964512),_ncRNA
XR_001703160.2	LOC100578678		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578678_(LOC100578678)
XR_001703161.2	LOC100578678		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578678_(LOC100578678)
XR_001703162.2	LOC100578678		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578678_(LOC100578678)
XR_001703163.2	LOC100578678		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578678_(LOC100578678)
XR_001703164.2	LOC107964513		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964513_(LOC107964513),_ncRNA
XR_001703167.2	LOC413129		PREDICTED:_Apis_mellifera_sorting_nexin-29_(LOC413129)
XR_001703168.2	LOC551934		PREDICTED:_Apis_mellifera_uncharacterized_LOC551934_(LOC551934)
XR_001703169.2	LOC551934		PREDICTED:_Apis_mellifera_uncharacterized_LOC551934_(LOC551934)
XR_001703170.2	LOC100577107		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577107_(LOC100577107)
XR_001703171.2	LOC102656120		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656120_(LOC102656120),_ncRNA
XR_001703174.2	LOC551776		PREDICTED:_Apis_mellifera_putative_mediator_of_RNA_polymerase_II_transcription_subunit_26_(LOC551776)
XR_001703175.2	LOC551776		PREDICTED:_Apis_mellifera_putative_mediator_of_RNA_polymerase_II_transcription_subunit_26_(LOC551776)
XR_001703177.2	LOC100577257		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577257_(LOC100577257)
XR_001703184.2	LOC107964518		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964518_(LOC107964518),_ncRNA
XR_001703192.2	LOC102656275		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656275_(LOC102656275),_ncRNA
XR_001703196.2	LOC102655252		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655252_(LOC102655252),_ncRNA
XR_001703210.2	LOC102654016		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654016_(LOC102654016),_ncRNA
XR_001703215.2	LOC102653977		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653977_(LOC102653977)
XR_001703216.2	LOC102653977		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653977_(LOC102653977)
XR_001703218.2	LOC102653977		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653977_(LOC102653977)
XR_001703219.2	LOC102653977		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653977_(LOC102653977)
XR_001703221.2	LOC102653977		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653977_(LOC102653977)
XR_001703238.2	LOC107964543		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964543_(LOC107964543),_ncRNA
XR_001703242.2	LOC107964545		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964545_(LOC107964545),_ncRNA
XR_001703248.2	LOC100578667		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578667_(LOC100578667),_ncRNA
XR_001703257.2	LOC100578830		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578830_(LOC100578830),_ncRNA
XR_001703263.2	LOC102656723		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656723_(LOC102656723)
XR_001703264.2	LOC102656723		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656723_(LOC102656723)
XR_001703274.2	LOC102655311		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655311_(LOC102655311)
XR_001703285.2	LOC102656388		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656388_(LOC102656388),_ncRNA
XR_001703286.2	LOC102656698		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656698_(LOC102656698),_ncRNA
XR_001703292.2	LOC107964568		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964568_(LOC107964568),_ncRNA
XR_001703293.2	LOC107964569		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964569_(LOC107964569),_ncRNA
XR_001703297.2	LOC102653904		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653904_(LOC102653904),_ncRNA
XR_001703299.2	LOC102656936		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656936_(LOC102656936)
XR_001703300.2	LOC102656936		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656936_(LOC102656936)
XR_001703301.2	LOC102656936		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656936_(LOC102656936)
XR_001703302.2	LOC102656936		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656936_(LOC102656936)
XR_001703303.2	LOC102653822		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653822_(LOC102653822)
XR_001703306.2	LOC107964573		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964573_(LOC107964573),_ncRNA
XR_001703308.2	LOC100577020		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577020_(LOC100577020)
XR_001703309.2	LOC100577020		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577020_(LOC100577020)
XR_001703310.2	LOC100577020		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577020_(LOC100577020)
XR_001703311.2	LOC100577020		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577020_(LOC100577020)
XR_001703312.2	LOC100577020		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577020_(LOC100577020)
XR_001703313.2	LOC100577020		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577020_(LOC100577020)
XR_001703314.2	LOC100577020		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577020_(LOC100577020)
XR_001703316.2	LOC102655635		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655635_(LOC102655635)
XR_001703318.2	LOC107964575		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964575_(LOC107964575),_ncRNA
XR_001703319.2	LOC102655529		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655529_(LOC102655529)
XR_001703320.2	LOC102655529		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655529_(LOC102655529)
XR_001703323.2	LOC102656523		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656523_(LOC102656523)
XR_001703324.2	LOC102656523		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656523_(LOC102656523)
XR_001703325.2	LOC102656523		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656523_(LOC102656523)
XR_001703326.2	LOC102656523		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656523_(LOC102656523)
XR_001703331.2	LOC107964581		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964581_(LOC107964581),_ncRNA
XR_001703333.2	LOC107964582		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964582_(LOC107964582)
XR_001703334.2	LOC107964583		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964583_(LOC107964583),_ncRNA
XR_001703336.2	LOC100576183		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576183_(LOC100576183)
XR_001703338.2	LOC100576183		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576183_(LOC100576183)
XR_001703340.2	LOC102656608		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656608_(LOC102656608)
XR_001703343.2	LOC107964584		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964584_(LOC107964584)
XR_001703344.2	LOC102654172		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654172_(LOC102654172)
XR_001703345.2	LOC102654141		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654141_(LOC102654141),_ncRNA
XR_001703346.2	LOC102654321		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654321_(LOC102654321)
XR_001703356.2	LOC107964590		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964590_(LOC107964590)
XR_001703380.2	LOC107964593		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964593_(LOC107964593)
XR_001703402.2	LOC100576517		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576517_(LOC100576517)
XR_001703407.2	LOC107964596		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964596_(LOC107964596),_ncRNA
XR_001703409.2	LOC107964597		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964597_(LOC107964597),_ncRNA
XR_001703413.2	LOC102655213		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655213_(LOC102655213)
XR_001703417.2	LOC107964601		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964601_(LOC107964601),_ncRNA
XR_001703420.2	LOC107964603		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964603_(LOC107964603)
XR_001703422.2	LOC107964603		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964603_(LOC107964603)
XR_001703423.2	LOC107964603		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964603_(LOC107964603)
